Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Akas Bagus Setiawan, Eka Yuniar, Mas'ud Hermansyah, Mujiono Mujiono, David Juli Ariyadi","Decision Support System for Selecting the Best Rental House with Weight Product in Sidokare District, Sidoarjo Regency",2026,G-Tech: Jurnal Teknologi Terapan,"Fakultas Sains dan Teknologi, Unira Malang",https://doi.org/10.70609/g-tech.v10i1.8865,,26,2026-05-27 21:00:15,journal-article,10.70609/g-tech.v10i1.8865,2623-064X,,10,1,536,548,0,0.00,0,5,1,"The demand for rental housing in high-mobility areas such as Sidokare District, Sidoarjo Regency, continues to increase along with the region's economic development. However, prospective tenants often face difficulties in selecting the right rental house due to unstructured information and subjective decision-making processes. This study aims to develop a web-based Decision Support System (DSS) capable of providing objective and measurable rental housing recommendations. The method used is the Weighted Product (WP), a multicriteria decision-making technique that normalizes weights through multiplication operations. This system evaluates five rental housing alternatives based on eight main criteria, including price, location, facilities, security, and comfort. The results show that Sukun Rental House is the best alternative with the highest preference value of 0.0769. The practical implication of this study is the availability of an efficient digital tool for residents and students in Sidokare to compare various housing options transparently and quickly. This system successfully minimizes subjectivity in housing selection and helps users find the housing that best suits their financial priorities and functional needs.",https://ejournal.uniramalang.ac.id/g-tech/article/download/8865/5564,
0,"Sri Indrayani, Sintha Istikomah",Integrated Web-Based Platform for Boarding House Rental Services: Information Architecture and Booking Workflow Design,2026,bit-Tech,Komunitas Dosen Indonesia,https://doi.org/10.32877/bt.v8i3.3722,,55,2026-05-27 21:00:15,journal-article,10.32877/bt.v8i3.3722,2622-2728,,8,3,3834,3845,0,0.00,0,2,1,"Pati Regency in Central Java has experienced rapid industrial, commercial, and educational growth, attracting workers, students, and job seekers who require temporary accommodation such as boarding houses. Despite this increasing demand, the process of searching and booking boarding houses remains largely manual, relying on word of mouth, roadside banners, or direct visits, which leads to fragmented information, inaccurate room availability data, and inefficient search processes. This study aims to design and evaluate a web-based boarding house rental information system that addresses information asymmetry and fragmented search processes in local rental markets by providing structured property information and an integrated digital booking workflow. The research employs a system development approach consisting of requirements analysis through interviews and field observation, UML-based system modeling, web-based system implementation, and functional evaluation using black-box testing to verify the reliability of core system functions such as property search, availability display, booking submission, and payment confirmation. The resulting platform integrates structured property listings, multi-criteria search filters, interactive digital maps, and an online reservation mechanism that enables prospective tenants to identify, compare, and book boarding houses without physically visiting the property. Testing results indicate that all functional modules operate according to the specified requirements, supporting accurate property information retrieval and a continuous search-to-booking workflow. Beyond system implementation, the study contributes to research on digital property information systems by demonstrating how integrated information architecture and transaction workflows can reduce information fragmentation and improve transparency in temporary housing rental platforms.",https://jurnal.kdi.or.id/index.php/bt/article/download/3722/1993,
0,"Jianyue Wang, Ki Ling Cheung, Albert Y. Ha",Apparel retail and rental business models and their sustainability implications,2026,Production and Operations Management,SAGE Publications,https://doi.org/10.1177/10591478261444827,,480,2026-05-27 21:00:15,journal-article,10.1177/10591478261444827,1059-1478,,,,,,0,0.00,0,3,1,"In this paper, we explore the question of whether an apparel manufacturer should incorporate a renting channel into its existing business model, which currently only includes a retailing channel. We also examine how such a change would affect product quality and sustainability. We develop several game-theoretical models where an apparel manufacturer, currently selling apparel products directly to consumers, may choose to rent them out either directly or indirectly through a third-party online platform. When both retailing and renting channels are available, the manufacturer will only sell the product if rental utility or brand quality is low. Otherwise, it will sell and rent out the product simultaneously. Our findings suggest that adding a renting option to a retailing-only business model could increase the manufacturer’s profit and product quality, despite potential demand cannibalization. However, the environmental impact of rental versus pure retail depends on the level of rental utility. The increase in profit and quality from incorporating renting is more significant when brand quality is higher. Additionally, this change could enhance consumer surplus and social welfare. We also analyze the effects of three common public policies on sustainability when a renting channel is added, finding that two of the policies can promote product quality. We extend our model by considering consumer heterogeneity in preferences for green consumption or discounted utility from renting, and find that our results remain robust. When examining demand cannibalization over time, we observe that product quality decisions may be influenced by the extent of cannibalization over time, while the environmental impact could worsen.",https://journals.sagepub.com/doi/pdf/10.1177/10591478261444827,
0,"Agung Wahyu Ramadhan, Jecky Tri Ananda, Muhammad Firdaus, Muhammad Alda",IMPLEMENTASI FLEET MANAGEMENT SYSTEM BERBASIS MOBILE LAYANAN RENTAL BUS PARIWSATA MENGGUNAKAN METODE R&amp;D (STUDI KASUS : PT.NUSAWISATA TRANS),2026,Jurnal Informatika dan Teknik Elektro Terapan,Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Lampung,https://doi.org/10.23960/jitet.v14i1.9046,,633,2026-05-27 21:00:15,journal-article,10.23960/jitet.v14i1.9046,2830-7062,,14,1,,,0,0.00,0,4,1,"Fleet management is an important component in bus rental business operations. Common problems include limited monitoring of bus availability, poorly organized vehicle usage records, and manual management of driver data and travel schedules. These conditions result in low operational efficiency and poor service quality for customers. This study aims to implement a mobile-based Fleet Management System in bus rental businesses to support integrated fleet management. The method used is Research and Development (R&D), which includes the stages of needs analysis, system design, application development, testing, and evaluation. The results of the study show that the developed system is able to assist managers in monitoring fleet status, managing bus usage schedules, and organizing driver and trip data more effectively. This system is expected to improve operational efficiency and support the decision-making process in bus rental businesses.",https://journal.eng.unila.ac.id/index.php/jitet/article/download/9046/3923,
0,"Anggiah Salim, Sakina Sudin, Nurafni Muhammad, Fitriani Duwila, Frenti Polulu",Development of a Web-Based Motorcycle Rental Application with Real-Time Status and Digital Financial Recording,2026,Ambidextrous Journal of Innovation Efficiency and Technology in Organization,PT Takaza Innovatix Labs,https://doi.org/10.61536/ambidextrous.v3i01.422,,929,2026-05-27 21:00:15,journal-article,10.61536/ambidextrous.v3i01.422,3031-7002,,3,1,134,146,0,0.00,0,5,1,"Motorcycle rental businesses at the Micro, Small, and Medium Enterprises (MSME) level are still largely managed manually, which may lead to transaction recording errors and delays in vehicle status information. This study aims to design and implement a web-based motorcycle rental information system developed using HTML, CSS, JavaScript, and Bootstrap as the user interface. The system is managed through a GitHub repository, utilizes Supabase as a real-time database, and is deployed on the Vercel platform to provide public domain access. The research method follows system development stages consisting of requirement analysis, system design, implementation, and testing. The system is able to display real-time motorcycle availability, support admin-managed rental transactions, and generate daily income reports. To protect the confidentiality of MSME financial data, the income report is limited to a three-day period. The results indicate that the system operates properly and is feasible to be used as an operational support tool for web-based motorcycle rental services.",https://journal.takaza.id/index.php/ambidextrous/article/download/422/225,
1,"Kuanchin Chen, Josip Marić, Ya-Han Hu",Servitization in the service industry – AI-empowered opportunities for innovation in the bike rental business,2025,Journal of Enterprise Information Management,Emerald,https://doi.org/10.1108/jeim-04-2024-0207,,517,2026-05-27 21:00:15,journal-article,10.1108/jeim-04-2024-0207,1741-0398,,,,,,1,1.00,0,3,1,"Purpose: This study investigates the application of artificial intelligence (AI) in enhancing the servitization of the YouBike rental service, particularly addressing the challenges of service delivery risks and fostering service innovation. The research is centered around using AI to manage and predict bike rental shortages effectively and to innovate service delivery by adapting to customer needs and environmental conditions. This aims to transform the YouBike service from a product-centric to a service-centric approach, leveraging digital servitization. Design/methodology/approach: The methodology involves analyzing the proximity of rental stations to significant locations, historical demand, environmental factors and regional dynamics to inform the development of AI models. Various machine learning (ML) models were evaluated to identify an optimized model capable of predicting bike rental shortages at different time intervals and pinpointing key factors influencing these shortages. The study uses comparative analysis to determine the most effective AI strategies for operational and service innovation challenges. Findings: The research demonstrates that the optimized ML model can effectively predict bike rental shortages and identify critical variables that influence these events thereby mitigating service risks and optimizing resource allocation. This enables digital service innovation through both basic and add-on servitization in a way that addresses both operational and environmental risks. Our findings suggest that AI significantly enhances resource management and supports digital service innovation DSI through strategies like service bundling and geographic customization. Originality/value: The originality of this research lies in its exploration of AI’s role in both mitigating risks and fostering service innovation to enable the two categories of servitization for the service industry. Additionally, mitigation of operational and environmental risks has received only beginning attention, with most works being theoretical and descriptive. The servitization literature has called for further empirical evidence in this area. Our work not only fills this gap but also extends the discourse on digital servitization by integrating AI with operational strategies, providing a new perspective on enhancing service delivery and creating innovative service solutions in the bike rental industry.",https://www.emerald.com/insight/content/doi/10.1108/JEIM-04-2024-0207/full/html,
0,"Zaskia Darajat Wahab, Dedy Hendryadi, Sri Asfirawati Halik",HOUSE RENTAL INFORMATION SYSTEM AT BULUKUMBA REGENCY WITH WEBSITE BASED,2025,"Journal Informatika, Multimedia, and Infomation",Universitas Ichsan Sidenreng Rappang,https://doi.org/10.61912/lajutek.v3i1.129,,44,2026-05-27 21:00:15,journal-article,10.61912/lajutek.v3i1.129,2987-7377,,3,1,1,11,0,0.00,0,3,1,"This research aims to: (1) Design a website-based rental information system in the Bulukumba city area. (2) Implementing a website-based rental information system in the Bulukumba city area. (3) Knowing the response of users of the website-based rental information system in the Bulukumba city area. The research method used in this research is the System Development Life Cycle (SDLC) method with the Waterfall Model. It has several stages, namely: requirements analysis, design, implementation, testing, and maintenance. The data collection used was: Interviews, Literature Study and Documentation. The results of this research are: (1) This website-based rental information system was designed using the Unified Modeling Language (UML) and programmed using the PHP programming language so that it can make it easier and faster for customers to search for rentals. (2) Result of implementing a website-based rental information system in Bulukumba district, that is, with this website, it can provide fast service to potential customers when they want to rent a rental. (3) The results of testing the use of the system using a Likert scale obtained a score of 89.7% from 20 respondents, which is very positive.",https://journal.lajagoe.com/index.php/Lajutek/article/download/129/134,
0,"Aulia Putri, Tri Kurniawati",Analysis of the Application of the Hedonic Price Method in Setting House Rental Prices in the Coastal Area of Padang City,2025,Jurnal Economic Resource,Universitas Muslim Indonesia,https://doi.org/10.57178/jer.v8i2.1607,,72,2026-05-27 21:00:15,journal-article,10.57178/jer.v8i2.1607,2620-6196,,8,2,1098,1106,0,0.00,0,2,1,"This research investigates how structural, location, and environmental attributes impact residential rental rates in Padang City, a region challenges by disaster risks and limited facility access. The study aims to identify key determinants affecting rental costs. A quantitative research design was employed, utilizing questionnaires for data collection, followed by analysis through multiple linear regression. Finding reveal that all three independent variables significantly affect rental pricing, as reflected by an F-value of 61,607, substantially surpassing the critical threshold of 2,69. These insights are valuable for shaping more effective housing policy strategies.",https://jurnal.feb-umi.id/index.php/JER/article/download/1607/1212,
0,"Rully Sandy Pratama, Ivan Dwi Fibrian, Mohamad Ali Murtadho",Sistem Informasi Manajemen Rental PS dengan Fitur Reservasi (Studi kasus: Rossy Game House Mojokerto),2025,Jurnal Tekno Kompak,Universitas Teknokrat Indonesia,https://doi.org/10.33365/jtk.v19i2.245,,82,2026-05-27 21:00:15,journal-article,10.33365/jtk.v19i2.245,2656-3525,,19,2,331,342,0,0.00,0,3,1,"Permintaan terhadap layanan rental PlayStation (PS) terus mengalami peningkatan seiring dengan tingginya minat masyarakat terhadap hiburan digital. Rental PS dipilih sebagai objek penelitian karena banyak pelaku usaha di bidang ini masih menggunakan sistem manajemen secara manual, seperti pencatatan pemesanan di buku tulis atau file spreadsheet sederhana, serta konfirmasi reservasi yang dilakukan melalui komunikasi langsung seperti telepon atau pesan singkat. Cara kerja ini rentan terhadap kesalahan pencatatan, duplikasi data, hilangnya data penting, dan menyulitkan dalam pelacakan riwayat transaksi. Penelitian ini bertujuan untuk merancang dan mengembangkan sistem informasi manajemen rental PS berbasis web yang dilengkapi dengan fitur reservasi online. Pengembangan sistem dilakukan dengan metode pengembangan Waterfall yang mencakup tahap analisis kebutuhan, perancangan, implementasi, pengujian, dan pemeliharaan. Sistem yang dibangun menyediakan fitur seperti registrasi dan login pengguna, pemesanan PS secara daring, pengelolaan data oleh admin, serta pemantauan aktivitas reservasi secara real-time. Hasil implementasi menunjukkan bahwa sistem dapat membantu pelaku usaha dalam mengelola data dengan lebih terstruktur, mempercepat proses reservasi, dan memberikan kemudahan bagi pelanggan dalam mengakses layanan. Dengan demikian, sistem ini menjadi solusi digital yang mampu menjawab tantangan pengelolaan rental PS di era teknologi saat ini.",https://publikasi.teknokrat.ac.id/index.php/teknokompak/article/download/245/142,
0,"Generosa Lukhayu Pritalia, Oktavianus Darren, Priadi Wibisono",Understanding User Adoption Of Indonesia’s Boarding House Rental App Through The Extended Technology Acceptance Model,2025,Jurnal Teknologi Sistem Informasi dan Aplikasi,Universitas Pamulang,https://doi.org/10.32493/jtsi.v8i3.44988,,90,2026-05-27 21:00:15,journal-article,10.32493/jtsi.v8i3.44988,2654-4229,,8,3,160,169,0,0.00,0,3,1,"The Mamikos mobile application has become a popular platform for housing seekers in Indonesia. It has garnered a rating of 4.1 on the Play Store and 4.7 on the App Store. However, the factors influencing user acceptance and usage of the Mamikos mobile application remain unclear. This study aims to examine these factors using the extended Technology Acceptance Model (TAM) approach. Data was collected using purposive sampling. The Lemeshow formula was employed to determine the appropriate sample size, resulting in 168 respondents. Data analysis was conducted using the Structural Equation Modeling - Partial Least Squares (SEM-PLS) method. The findings indicate that social trust has a significant positive influence on both perceived usefulness and perceived ease of use. Perceived ease of use, in turn, has a significant positive influence on both perceived usefulness and attitude towards use. Subjective norms exert a significant positive influence on attitude towards use. Perceived usefulness significantly impacts attitude towards use, which in turn significantly affects intention to use. Intention to use has a significant positive influence on actual system usage. However, subjective norms do not significantly influence perceived usefulness.",https://openjournal.unpam.ac.id/index.php/JTSI/article/download/44988/27711,
